UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
EXCHEQ19210113,Children & Younger Persons,It Equip & Software & Related Exp,61038,AMPM OFFICE EQUIPMENT LTD,01/06/2010,1254.00,219.45,1473.45,
EXCHEQ19208907,Children & Younger Persons,Education Equip/Books Purchase,68566,BADGES PLUS LTD,01/06/2010,876.66,153.42,1030.08,
EXCHEQ19209911,Children & Younger Persons,Vehicle Fuel Purch,179200,BE FUELCARDS LTD,01/06/2010,450.80,78.89,529.69,
EXCHEQ19209606,Children & Younger Persons,Training Courses/Conf./Exam Fees/Venues,191628,BEST PRACTICE NETWORK LTD,01/06/2010,550.00,0.00,550.00,
EXCHEQ19209718,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),01/06/2010,3174.60,555.55,3730.15,
FNSWMHLD18793965,Adult & Community Services,Electricity,114029,BRITISH GAS BUSINESS (ELEC),01/06/2010,652.53,114.19,766.72,
GMHFM18776443,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),01/06/2010,706.34,123.61,829.95,
EXCHEQ19210039,Children & Younger Persons,It Equip & Software & Related Exp,70353,C C L COMPUTERS LTD,01/06/2010,3493.08,611.29,4104.37,
EXCHEQ19209019,Children & Younger Persons,Consumable Materials,98699,C M U K VISUAL SAFETY LTD (POOLE,01/06/2010,599.50,104.91,704.41,
CFADDAY18967767,Adult & Community Services,Day Care Spot,86726,CARE INITIATIVE LTD,01/06/2010,916.30,0.00,916.30,
CFADDOM18979657,Adult & Community Services,Dom Care Spot,86726,CARE INITIATIVE LTD,01/06/2010,2129.48,0.00,2129.48,
CFADDOM18979658,Adult & Community Services,Dom Care Spot,86726,CARE INITIATIVE LTD,01/06/2010,3696.00,0.00,3696.00,
EXCHEQ19209226,Children & Younger Persons,Heat & Electrical Repairs & Mtce,76768,CARILLION PLANNED MAINTENANCE,01/06/2010,1272.00,222.60,1494.60,
EXCHEQ19208747,Children & Younger Persons,Internal Works,205647,CARILLION SERVICES 2006 LTD,01/06/2010,1994.46,349.03,2343.49,
EXCHEQ19209315,Children & Younger Persons,Hospitality,205647,CARILLION SERVICES 2006 LTD,01/06/2010,2845.85,498.02,3343.87,
EXCHEQ19209316,Children & Younger Persons,Hospitality,205647,CARILLION SERVICES 2006 LTD,01/06/2010,828.02,144.90,972.92,
EXCHEQ19209318,Children & Younger Persons,Hospitality,205647,CARILLION SERVICES 2006 LTD,01/06/2010,2010.75,351.88,2362.63,
EXCHEQ19209409,Children & Younger Persons,Hire Of Temporary / Agency Staff,157882,CCMS 2000 LTD,01/06/2010,765.00,133.88,898.88,
EXCHEQ19209142,Children & Younger Persons,It Equip & Software & Related Exp,167265,CIT VENDOR FINANCE (UK) LTD,01/06/2010,30000.00,0.00,30000.00,
EXCHEQ19209143,Children & Younger Persons,It Equip & Software & Related Exp,167265,CIT VENDOR FINANCE (UK) LTD,01/06/2010,20623.85,0.00,20623.85,
EXCHEQ19209781,Children & Younger Persons,Education Equip/Books Purchase,70490,DAVIES SPORTS,01/06/2010,469.85,82.22,552.07,
EXCHEQ19209392,Children & Younger Persons,It Equip & Software & Related Exp,21715,DELL CORPORATION LTD,01/06/2010,466.97,81.72,548.69,
CFADDOM18979667,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,01/06/2010,539.07,0.00,539.07,
CFADDOM18979672,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,01/06/2010,599.76,0.00,599.76,
CFADDOM18979675,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,01/06/2010,749.70,0.00,749.70,
CFADDOM18979676,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,01/06/2010,799.68,0.00,799.68,
CFADDOM18979679,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,01/06/2010,792.54,0.00,792.54,
CFADDOM18979698,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,01/06/2010,546.21,0.00,546.21,
NPSWI19516125,Chief Executives,Expenditure Control Account,81240,DOVE TECHNOLOGY/CYFAS SYSTEMS LD,01/06/2010,714.10,124.97,839.07,
EXCHEQ19209135,Children & Younger Persons,Electricity,157337,E D F ENERGY LTD,01/06/2010,918.47,160.73,1079.20,
EXCHEQ19208863,Children & Younger Persons,It Equip & Software & Related Exp,155856,ESPRESSO EDUCATION LTD,01/06/2010,2151.85,376.57,2528.42,
EXCHEQ19208864,Children & Younger Persons,Hire Of Temporary / Agency Staff,83290,ETEACH UK LTD,01/06/2010,500.00,87.50,587.50,
EXCHEQ19208865,Children & Younger Persons,Hire Of Temporary / Agency Staff,83290,ETEACH UK LTD,01/06/2010,600.00,105.00,705.00,
EXCHEQ19209304,Children & Younger Persons,Hire Of Temporary / Agency Staff,83290,ETEACH UK LTD,01/06/2010,480.00,84.00,564.00,
EXCHEQ19209305,Children & Younger Persons,Hire Of Temporary / Agency Staff,83290,ETEACH UK LTD,01/06/2010,570.00,99.75,669.75,
EXCHEQ19210150,Children & Younger Persons,Supply Teachers Paid By Claim-Pay,83290,ETEACH UK LTD,01/06/2010,800.00,140.00,940.00,
EXCHEQ19210151,Children & Younger Persons,Supply Teachers Paid By Claim-Pay,83290,ETEACH UK LTD,01/06/2010,640.00,112.00,752.00,
NPSWI19516128,Chief Executives,Backlog Building Maintenance Works,25198,EXE TERMINATORS & CO LTD,01/06/2010,2135.00,373.63,2508.63,
EXCHEQ19209188,Children & Younger Persons,Hire Of Temporary / Agency Staff,209959,FREELANCER INVOICING SERVICS LTD,01/06/2010,635.00,0.00,635.00,
EXCHEQ19209772,Children & Younger Persons,Capital Ict Equipment,214156,FRONTER UK & IRELAND,01/06/2010,2525.00,441.88,2966.88,
EXCHEQ19210042,Children & Younger Persons,Furniture - purchase / repair,94979,FURNITURE@WORK LTD,01/06/2010,653.40,114.35,767.75,
EXCHEQ19209629,Children & Younger Persons,Hsw Act Equipment - all costs,137411,GIL PLUMBING & HEATING ENGINEERS,01/06/2010,4070.00,712.25,4782.25,
EXCHEQ19209630,Children & Younger Persons,Internal Works,137411,GIL PLUMBING & HEATING ENGINEERS,01/06/2010,458.70,80.27,538.97,
EXCHEQ19209388,Children & Younger Persons,Education Equip/Books Purchase,18325,HODGE SPORTS PERCY LTD,01/06/2010,931.94,163.09,1095.03,
EXCHEQ19210152,Children & Younger Persons,Hygiene Services,195913,HYDRO ENVIRONMENTAL SERVICES LTD,01/06/2010,1580.00,276.50,1856.50,
EXCHEQ19210126,Children & Younger Persons,Internal Works,51137,INTO THE BLUE LTD,01/06/2010,498.00,87.15,585.15,
EXCHEQ19209967,Children & Younger Persons,Admin Equipment,195733,IT SOLUTION LTD,01/06/2010,504.21,88.24,592.45,
EXCHEQ19209272,Children & Younger Persons,Service Charges For Rented Property,189440,LEISURE EAST DEVON LTD,01/06/2010,3874.00,677.95,4551.95,
EXCHEQ19209421,Children & Younger Persons,Rents,189440,LEISURE EAST DEVON LTD,01/06/2010,4254.00,744.45,4998.45,
DPMANUAL19169836,Corporate Resources,Direct Delivery (DPS),20941,LIDDELLS CABINET WORKS LTD,01/06/2010,629.04,110.08,739.12,
DPMANUAL19169826,Corporate Resources,Textiles And Clothing,92872,LONGWORTH LTD,01/06/2010,626.40,109.62,736.02,
CFADDOM18979726,Adult & Community Services,Dom Care Spot,108640,NEWCROSS HEALTHCARE SOLUTIONS LT,01/06/2010,2256.00,0.00,2256.00,
FNEXMHLD19431149,Adult & Community Services,Individualised Support,117867,NORMANLEA SOCIETY LTD-HOSTEL A/C,01/06/2010,2859.52,0.00,2859.52,
CFADDAY18967825,Adult & Community Services,Individualised Support,118033,ORDINARY LIVING LTD,01/06/2010,3276.00,0.00,3276.00,
CFADDAY18967826,Adult & Community Services,Individualised Support,118033,ORDINARY LIVING LTD,01/06/2010,1306.87,0.00,1306.87,
EXCHEQ19209714,Children & Younger Persons,Educational Visits,73658,P G L TRAVEL LTD,01/06/2010,720.00,126.00,846.00,
EXCHEQ19209715,Children & Younger Persons,Educational Visits,73658,P G L TRAVEL LTD,01/06/2010,1356.00,237.30,1593.30,
EXCHEQ19209794,Children & Younger Persons,Capital Building Works,8528,PEARCE CONSTRUCTION LTD (BARNS),01/06/2010,5918.00,1035.65,6953.65,
CFADDAY18967780,Adult & Community Services,Individualised Support,88421,PHOENIX CHILDCARE LTD,01/06/2010,1000.00,0.00,1000.00,
EXCHEQ19209588,Children & Younger Persons,Photocopying / Reprographics / Imaging,194917,PORTRAYAL LTD,01/06/2010,3014.90,527.61,3542.51,
HQ19462702,"Environment, Economy & Culture",Consultancy / Professional Fees,153990,POWER MARKETING LTD,01/06/2010,6822.50,1193.95,8016.45,
EXCHEQ19209227,Children & Younger Persons,Capital Ict Equipment,92534,PROBRAND LTD,01/06/2010,855.86,149.78,1005.64,
EXCHEQ19209661,Children & Younger Persons,It Equip & Software & Related Exp,92534,PROBRAND LTD,01/06/2010,631.00,110.43,741.43,
EXCHEQ19209100,Children & Younger Persons,Hire Of Temporary / Agency Staff,60305,RANDSTAD EDUCATION LIMITED,01/06/2010,630.00,110.25,740.25,
EXCHEQ19209192,Children & Younger Persons,Hire Of Temporary / Agency Staff,60305,RANDSTAD EDUCATION LIMITED,01/06/2010,555.00,97.13,652.13,
EXCHEQ19209664,Children & Younger Persons,Hire Of Temporary / Agency Staff,60305,RANDSTAD EDUCATION LIMITED,01/06/2010,775.00,135.63,910.63,
EXCHEQ19209665,Children & Younger Persons,Hire Of Temporary / Agency Staff,60305,RANDSTAD EDUCATION LIMITED,01/06/2010,775.00,135.63,910.63,
EXCHEQ19209666,Children & Younger Persons,Hire Of Temporary / Agency Staff,60305,RANDSTAD EDUCATION LIMITED,01/06/2010,775.00,135.63,910.63,
EXCHEQ19209680,Children & Younger Persons,Misc Other,96772,REALLY USEFUL GROUP LTD THE,01/06/2010,450.00,78.75,528.75,
EXCHEQ19208851,Children & Younger Persons,Printing & Stationery,7150,RICOH UK LTD,01/06/2010,474.83,83.10,557.93,
NPSWI19516127,Chief Executives,Building Mtce Works,20575,ROK BUILDING LTD,01/06/2010,4999.68,874.94,5874.62,
EXCHEQ19209669,Children & Younger Persons,Misc Other,262147,ROSSMANN HAIGH LIMITED,01/06/2010,8000.00,0.00,8000.00,
EXCHEQ19208792,Children & Younger Persons,Internal Works,17937,SCREWFIX DIRECT LTD,01/06/2010,1212.63,212.21,1424.84,
DPMANUAL19169973,Corporate Resources,Direct Delivery (DPS),120681,SHEDS DIRECT,01/06/2010,838.13,146.67,984.80,
EXCHEQ19209596,Children & Younger Persons,Educational Visits,71897,SKIPLAN TRAVEL LTD,01/06/2010,1200.00,0.00,1200.00,
EXCHEQ19209276,Children & Younger Persons,Consultancy / Professional Fees,263314,SMART DEVELOPMENT SOLUTIONS LTD,01/06/2010,650.00,113.75,763.75,
RNORTH19566426,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,569.40,99.64,669.04,
RNORTH19566427,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,935.74,163.75,1099.49,
RNORTH19566428,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,1239.12,216.85,1455.97,
RNORTH19566432,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,1673.96,292.94,1966.90,
RNORTH19566433,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,427.05,74.73,501.78,
RNORTH19566434,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,4657.87,815.13,5473.00,
RNORTH19566435,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,2721.59,476.28,3197.87,
RNORTH19566436,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,3435.92,601.29,4037.21,
RSOUTH19586696,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,555.25,97.17,652.42,
RSOUTH19586697,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,575.23,100.67,675.90,
RSOUTH19586698,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,580.88,101.65,682.53,
RSOUTH19586703,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,1567.77,274.36,1842.13,
RSOUTH19586704,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,733.60,128.38,861.98,
RSOUTH19586705,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,1971.20,344.96,2316.16,
RSOUTH19586706,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,4373.38,765.34,5138.72,
RSOUTH19586711,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,1408.29,246.45,1654.74,
RSOUTH19586714,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,698.59,122.25,820.84,
RSOUTH19586719,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),01/06/2010,619.36,108.39,727.75,
EXCHEQ19209425,Children & Younger Persons,Water Charges,8450,SOUTH WEST WATER LTD,01/06/2010,581.31,0.00,581.31,
EXCHEQ19209465,Children & Younger Persons,Water Charges,8450,SOUTH WEST WATER LTD,01/06/2010,986.65,0.00,986.65,
EXCHEQ19209542,Children & Younger Persons,Water Charges,8450,SOUTH WEST WATER LTD,01/06/2010,526.87,0.00,526.87,
EXCHEQ19209750,Children & Younger Persons,Water Charges,8450,SOUTH WEST WATER LTD,01/06/2010,1598.28,0.00,1598.28,
NPSWI19516124,Chief Executives,? Misc Building Exp ? (Property Only),90027,SOUTHERN ELECTRIC CONTRACTING LT,01/06/2010,1881.96,329.34,2211.30,
EXCHEQ19209402,Children & Younger Persons,Capital Building Works,263315,SOUTHERN SOLAR LTD,01/06/2010,15000.00,2625.00,17625.00,
EXCHEQ19210033,Children & Younger Persons,Provisions,259445,SQUIDCARD LIMITED,01/06/2010,737.08,0.00,737.08,
FINSSCW19415055,Adult & Community Services,Hire / Rent of Rooms / Premises,123721,ST CUTHBERTS CONFERENCE CENTRE,01/06/2010,1269.11,222.12,1491.23,
EXCHEQ19208720,Children & Younger Persons,Capital Building Works,186200,STANSBURY ELECTRICAL SERVICES LT,01/06/2010,2349.76,411.21,2760.97,
EXCHEQ19208930,Children & Younger Persons,Other Hired Transport- Education,4581,STREETS COACHWAYS LTD,01/06/2010,690.00,0.00,690.00,
EXCHEQ19209726,Children & Younger Persons,Education Equip/Books Purchase,67504,T T S GROUP LTD,01/06/2010,482.57,84.45,567.02,
EXCHEQ19208997,Children & Younger Persons,Telephone Rental,237303,TEACHERS 2 PARENTS LTD,01/06/2010,545.00,95.38,640.38,
EXCHEQ19209279,Children & Younger Persons,Hire Of Temporary / Agency Staff,67345,TEACHING PERSONNEL LTD,01/06/2010,2521.80,441.32,2963.12,
EXCHEQ19209678,Children & Younger Persons,Hire Of Temporary / Agency Staff,67345,TEACHING PERSONNEL LTD,01/06/2010,658.80,115.29,774.09,
EXCHEQ19209738,Children & Younger Persons,Hire Of Temporary / Agency Staff,74449,TEACHING PERSONNEL LTD,01/06/2010,428.60,75.01,503.61,
EXCHEQ19209679,Children & Younger Persons,Consumable Materials,164447,TECHNOGYM UK LTD,01/06/2010,543.50,95.11,638.61,
EXCHEQ19208978,Children & Younger Persons,Misc Other,57848,TEMPEST H LTD,01/06/2010,693.00,0.00,693.00,
EXCHEQ19209016,Children & Younger Persons,External Works,110958,UNDERHILL BUILDING SERVICES LTD,01/06/2010,2444.79,427.84,2872.63,
EXCHEQ19209201,Children & Younger Persons,Education Equip/Books Purchase,246104,UNIPACE LTD,01/06/2010,1012.95,177.27,1190.22,
EXCHEQ19209502,Children & Younger Persons,It Equip & Software & Related Exp,208320,W3 INSIGHTS LTD,01/06/2010,854.95,148.75,1003.70,
EXCHEQ19209688,Children & Younger Persons,Advert Recruitment,242787,WALTERS SNOWDON ADVERTISING LTD,01/06/2010,1550.00,271.25,1821.25,
EXCHEQ19208775,Children & Younger Persons,Books (Incl Sheet Music,21566,WATERSTONES BOOKSELLERS(SOLIHUL),01/06/2010,1469.01,0.00,1469.01,
EXCHEQ19209001,Children & Younger Persons,Oil Fuel,16517,WATSON PETROLEUM LIMITED,01/06/2010,1332.69,66.63,1399.32,
EXCHEQ19209469,Children & Younger Persons,Oil Fuel,16517,WATSON PETROLEUM LIMITED,01/06/2010,527.80,26.39,554.19,
WASTE18765123,"Environment, Economy & Culture",Printing & Stationery,23325,MASLANDS,01/06/2010,524.00,91.70,615.70,
CYPIHRES19122547,Children & Younger Persons,Other Advert Publicity,18869,ZARA MEDIA & DESIGN,01/06/2010,2739.01,479.33,3218.34,
DPMANUAL19169976,Corporate Resources,Stationery,92682,A1 PAPER PLC,01/06/2010,1618.10,283.17,1901.27,
EXCHEQ19209115,Children & Younger Persons,Educational Visits,72831,N S T TRAVEL GROUP PLC,01/06/2010,960.00,0.00,960.00,
DISCUS18772250,Corporate Resources,Pc Acquisition,73333,R M EDUCATION PLC,01/06/2010,3540.00,619.50,4159.50,
EXCHEQ19208854,Children & Younger Persons,Capital Ict Equipment,53995,R M EDUCATION PLC,01/06/2010,8342.70,1459.97,9802.67,
EXCHEQ19208995,Children & Younger Persons,Capital Ict Equipment,53995,R M EDUCATION PLC,01/06/2010,6993.83,1223.92,8217.75,
EXCHEQ19209902,Children & Younger Persons,Photocopying / Reprographics / Imaging,20140,RICOH CAPITAL LIMITED,01/06/2010,1558.00,272.65,1830.65,
EXCHEQ19209247,Children & Younger Persons,Other Hired Transport- Education,224660,A A TAXIS,01/06/2010,560.00,0.00,560.00,
HQ19462705,"Environment, Economy & Culture",Contribn Ferry Subsidies,5751,GREGOR,01/06/2010,633.86,0.00,633.86,
EXCHEQ19209815,Children & Younger Persons,Consultancy / Professional Fees,169884,SILAVANT DEBBIE,01/06/2010,1072.00,0.00,1072.00,
EXCHEQ19209685,Children & Younger Persons,Training Courses/Conf./Exam Fees/Venues,60397,UNIVERSITY OF WARWICK,01/06/2010,673.00,0.00,673.00,
EXCHEQ19209686,Children & Younger Persons,Training Courses/Conf./Exam Fees/Venues,60397,UNIVERSITY OF WARWICK,01/06/2010,733.00,0.00,733.00,
EXCHEQ19209456,Children & Younger Persons,Refuse Colln-Hire Of Skips Etc,19708,MID DEVON DISTRICT COUNCIL,01/06/2010,590.92,103.41,694.33,
RESTRAT19561654,Children & Younger Persons,Training Courses/Conf./Exam Fees/Venues,203068,N H S DEVON (DEVON PCT),01/06/2010,866.25,0.00,866.25,
EXCHEQ18669419,Children & Younger Persons,Curriculum Support Services,8048,NORTH DEVON DISTRICT COUNCIL,01/06/2010,1235.75,0.00,1235.75,
EXCHEQ19208765,Children & Younger Persons,Postage,5702,ROYAL MAIL GROUP,01/06/2010,500.00,0.00,500.00,
EXCHEQ19209725,Children & Younger Persons,Uniform business rate,79899,TEIGNBRIDGE DIST CNL(RATES ONLY),01/06/2010,5076.04,0.00,5076.04,
EXCHEQ19209335,Children & Younger Persons,Rents,4872,TEIGNBRIDGE DISTRICT COUNCIL,01/06/2010,4874.50,0.00,4874.50,
ECONEUR19197728,"Environment, Economy & Culture",Contribution Towards Brussels Office,21610,WILTSHIRE COUNTY COUNCIL,01/06/2010,38636.00,0.00,38636.00,
DHRP17238101,Corporate Resources,Service Charges For Rented Property,51379,HAARER GOSS,01/06/2010,-1733.46,-303.36,-2036.82,
EXCHEQ17240189,Children & Younger Persons,Gas,181102,BRITISH GAS BUSINESS (GAS),01/06/2010,-811.15,-40.56,-851.71,
EXCHEQ17240194,Children & Younger Persons,Gas,181102,BRITISH GAS BUSINESS (GAS),01/06/2010,-807.43,-40.37,-847.80,
EXCHEQ17240201,Children & Younger Persons,Gas,181102,BRITISH GAS BUSINESS (GAS),01/06/2010,-626.88,-31.34,-658.22,
EXCHEQ17240203,Children & Younger Persons,Gas,181102,BRITISH GAS BUSINESS (GAS),01/06/2010,-507.92,-25.40,-533.32,
EXCHEQ17240210,Children & Younger Persons,Hospitality,205647,CARILLION SERVICES 2006 LTD,01/06/2010,-2845.85,-498.02,-3343.87,
EXCHEQ17240211,Children & Younger Persons,Hospitality,205647,CARILLION SERVICES 2006 LTD,01/06/2010,-828.02,-144.90,-972.92,
EXCHEQ17240219,Children & Younger Persons,Gas,181102,BRITISH GAS BUSINESS (GAS),01/06/2010,-522.74,-26.14,-548.88,
EXCHEQ17240220,Children & Younger Persons,Photocopying / Reprographics / Imaging,194917,PORTRAYAL LTD,01/06/2010,-2879.14,-503.85,-3382.99,
EXCHEQ17240242,Children & Younger Persons,Gas,181102,BRITISH GAS BUSINESS (GAS),01/06/2010,-753.68,-37.68,-791.36,
EXCHEQ17240243,Children & Younger Persons,Gas,181102,BRITISH GAS BUSINESS (GAS),01/06/2010,-697.03,-34.85,-731.88,
CFADRES19009740,Adult & Community Services,Residential Care Spot,173212,AARON COURT,02/06/2010,2156.94,0.00,2156.94,
CFADRES19009859,Adult & Community Services,Residential Care Spot,222686,ABBEY VIEW,02/06/2010,1279.20,0.00,1279.20,
CFADRES19009353,Adult & Community Services,Residential Care Spot,88511,ABBEYFIELD E DEV EXTRA CARE SOC,02/06/2010,760.86,0.00,760.86,
CFADRES19009923,Adult & Community Services,Residential Care Spot,243120,ABBEYFIELD(READING),02/06/2010,554.30,0.00,554.30,
CFADRES19009448,Adult & Community Services,Residential Care Spot,89773,ADELAIDE LODGE CARE HOME PRTNSHP,02/06/2010,13791.32,0.00,13791.32,
CFADRES19009334,Adult & Community Services,Residential Care Spot,87208,ALBAN HOUSE,02/06/2010,11434.80,0.00,11434.80,
