UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
CFADRES18420652,Adult & Community Services,Nursing Care Spot,232408,CEDAR GRANGE,19/05/2010,853.40,0.00,853.40,
CFADRES18419952,Adult & Community Services,Nursing Care Spot,230956,CEDARS NURSING HOME,05/05/2010,707.94,0.00,707.94,
CFADRES18420638,Adult & Community Services,Nursing Care Spot,230956,CEDARS NURSING HOME,19/05/2010,707.94,0.00,707.94,
CFADRES18419910,Adult & Community Services,Residential Care Spot,215403,CHACOMBE PARK CARE HOME,05/05/2010,1575.60,0.00,1575.60,
CFADRES18420595,Adult & Community Services,Residential Care Spot,215403,CHACOMBE PARK CARE HOME,19/05/2010,1575.60,0.00,1575.60,
CFADRES18419512,Adult & Community Services,Residential Care Spot,89744,CHANTRY CARE SERV-IN ADMINISTRTN,05/05/2010,14845.04,0.00,14845.04,
CFADRES18420196,Adult & Community Services,Residential Care Spot,89744,CHANTRY CARE SERV-IN ADMINISTRTN,19/05/2010,14845.04,0.00,14845.04,
CFADRES18420729,Adult & Community Services,Residential Care Spot,259965,CHAPLIN LODGE,19/05/2010,906.22,0.00,906.22,
CFADDOM18346128,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,504.00,0.00,504.00,
CFADDOM18346130,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,588.00,0.00,588.00,
CFADDOM18346131,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,602.00,0.00,602.00,
CFADDOM18346133,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,563.50,0.00,563.50,
CFADDOM18346134,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,1298.50,0.00,1298.50,
CFADDOM18346138,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,588.00,0.00,588.00,
CFADDOM18346142,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,504.00,0.00,504.00,
CFADDOM18346148,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,616.00,0.00,616.00,
CFADDOM18346150,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,630.00,0.00,630.00,
CFADDOM18346151,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,1939.00,0.00,1939.00,
CFADDOM18346161,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,1764.00,0.00,1764.00,
CFADDOM18346163,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,17/05/2010,728.00,0.00,728.00,
CFADDOM18346533,Adult & Community Services,Dom Care Spot,230988,CHAPTER CARE(NORTH DEVON)LTD,24/05/2010,525.00,0.00,525.00,
CFADRES18419750,Adult & Community Services,Residential Care Spot,146731,CHARTERHOUSE RESIDENTIAL HOME,05/05/2010,5789.60,0.00,5789.60,
CFADRES18420433,Adult & Community Services,Residential Care Spot,146731,CHARTERHOUSE RESIDENTIAL HOME,19/05/2010,5789.60,0.00,5789.60,
CFADRES18419804,Adult & Community Services,Residential Care Spot,170833,CHELFAM HOUSE RESIDENTIAL HOME,05/05/2010,15015.41,0.00,15015.41,
CFADRES18420487,Adult & Community Services,Residential Care Spot,170833,CHELFAM HOUSE RESIDENTIAL HOME,19/05/2010,15182.98,0.00,15182.98,
CFADRES18420099,Adult & Community Services,Nursing Care Spot,87556,CHELSTON PARK NURSING & RES HOME,19/05/2010,4671.68,0.00,4671.68,
CFADRES18419945,Adult & Community Services,Residential Care Spot,229197,CHERITON RESIDENTIAL & CARE HOME,05/05/2010,597.74,0.00,597.74,
CFADRES18420631,Adult & Community Services,Residential Care Spot,229197,CHERITON RESIDENTIAL & CARE HOME,19/05/2010,601.10,0.00,601.10,
CFADRES18419990,Adult & Community Services,Residential Care Spot,241816,CHERRY ORCHARD,05/05/2010,868.00,0.00,868.00,
CFADRES18420676,Adult & Community Services,Residential Care Spot,241816,CHERRY ORCHARD,19/05/2010,854.00,0.00,854.00,
CFADRES18419909,Adult & Community Services,Residential Care Spot,215026,CHEVIOT COURT,05/05/2010,809.76,0.00,809.76,
CFADRES18420594,Adult & Community Services,Residential Care Spot,215026,CHEVIOT COURT,19/05/2010,809.76,0.00,809.76,
CFADRES18419398,Adult & Community Services,Residential Care Spot,87062,CHIMES THE,05/05/2010,4839.52,0.00,4839.52,
CFADRES18420082,Adult & Community Services,Residential Care Spot,87062,CHIMES THE,19/05/2010,4839.52,0.00,4839.52,
CFADRES18419404,Adult & Community Services,Residential Care Spot,87299,CHOICE CARE HOME,05/05/2010,866.56,0.00,866.56,
CFADRES18420088,Adult & Community Services,Residential Care Spot,87299,CHOICE CARE HOME,19/05/2010,866.56,0.00,866.56,
CFSUPP18240902,Adult & Community Services,Accomodation Based Services,120564,CHRISTIAN ALLIANCE H A(SP PMTS),19/05/2010,24098.16,0.00,24098.16,
FINMH18668259,Adult & Community Services,Residential Care Block,120564,CHRISTIAN ALLIANCE H A(SP PMTS),24/05/2010,11201.66,0.00,11201.66,
CFADRES18420012,Adult & Community Services,Residential Care Spot,248614,CLAREMONT,05/05/2010,760.00,0.00,760.00,
CFADRES18420698,Adult & Community Services,Residential Care Spot,248614,CLAREMONT,19/05/2010,760.00,0.00,760.00,
CFADRES18420000,Adult & Community Services,Residential Care Spot,246276,COACH HOUSE RESIDENTIAL HOME,05/05/2010,744.10,0.00,744.10,
CFADRES18420686,Adult & Community Services,Residential Care Spot,246276,COACH HOUSE RESIDENTIAL HOME,19/05/2010,744.10,0.00,744.10,
CFADRES18419680,Adult & Community Services,Residential Care Spot,101115,COLOMBINI E,05/05/2010,1338.30,0.00,1338.30,
CFADRES18420364,Adult & Community Services,Residential Care Spot,101115,COLOMBINI E,19/05/2010,1338.30,0.00,1338.30,
CFADRES18419414,Adult & Community Services,Residential Care Spot,87540,COOMBESWOOD HOUSE,05/05/2010,9512.43,0.00,9512.43,
CFADRES18420098,Adult & Community Services,Residential Care Spot,87540,COOMBESWOOD HOUSE,19/05/2010,15003.27,0.00,15003.27,
CFADRES18419725,Adult & Community Services,Residential Care Spot,121229,COPPER BEECHES CARE HOME,05/05/2010,950.00,0.00,950.00,
CFADRES18420408,Adult & Community Services,Residential Care Spot,121229,COPPER BEECHES CARE HOME,19/05/2010,950.00,0.00,950.00,
FINSSCW18784136,Adult & Community Services,Course Fees / Registration,121229,COPPER BEECHES CARE HOME,13/05/2010,750.00,0.00,750.00,
CFADRES18420004,Adult & Community Services,Nursing Care Spot,247059,COPPICE LEA,05/05/2010,1687.40,0.00,1687.40,
CFADRES18420690,Adult & Community Services,Nursing Care Spot,247059,COPPICE LEA,19/05/2010,1687.40,0.00,1687.40,
CFADRES18419585,Adult & Community Services,Residential Care Spot,90449,CORNWALL CARE LTD (TRURO),05/05/2010,779.16,0.00,779.16,
CFADRES18420268,Adult & Community Services,Residential Care Spot,90449,CORNWALL CARE LTD (TRURO),19/05/2010,779.16,0.00,779.16,
CFADRES18419425,Adult & Community Services,Residential Care Spot,88684,COURT HOUSE RESIDENTIAL HOME,05/05/2010,2744.25,0.00,2744.25,
CFADRES18420109,Adult & Community Services,Residential Care Spot,88684,COURT HOUSE RESIDENTIAL HOME,19/05/2010,3168.54,0.00,3168.54,
CFADRES18419720,Adult & Community Services,Residential Care Spot,119163,COURT RETIREMENT RESIDENCE,05/05/2010,2680.64,0.00,2680.64,
CFADRES18420404,Adult & Community Services,Residential Care Spot,119163,COURT RETIREMENT RESIDENCE,19/05/2010,3448.58,0.00,3448.58,
CFADDAY18284474,Adult & Community Services,Individualised Support,89875,CRAEGMOOR HEALTHCARE,04/05/2010,682.00,0.00,682.00,
CFADDAY18285032,Adult & Community Services,Individualised Support,89875,CRAEGMOOR HEALTHCARE,19/05/2010,682.00,0.00,682.00,
CFADRES18419471,Adult & Community Services,Residential Care Spot,89244,CRANE AC & EL/HARRIS MBC & DR AJ,05/05/2010,6623.76,0.00,6623.76,
CFADRES18420155,Adult & Community Services,Residential Care Spot,89244,CRANE AC & EL/HARRIS MBC & DR AJ,19/05/2010,5568.24,0.00,5568.24,
CFADRES18419397,Adult & Community Services,Residential Care Spot,87058,CREDENCE HOUSE,05/05/2010,4395.88,0.00,4395.88,
CFADRES18420081,Adult & Community Services,Residential Care Spot,87058,CREDENCE HOUSE,19/05/2010,3478.24,0.00,3478.24,
CFADRES18419556,Adult & Community Services,Residential Care Spot,90198,CREDITON CARE & SUPPORT HOMES LT,05/05/2010,5166.06,0.00,5166.06,
CFADRES18420020,Adult & Community Services,Residential Care Spot,250761,CROFT LODGE (NEW OWNERS),05/05/2010,2743.40,0.00,2743.40,
CFADRES18420705,Adult & Community Services,Residential Care Spot,250761,CROFT LODGE (NEW OWNERS),19/05/2010,2743.40,0.00,2743.40,
CFADRES18419756,Adult & Community Services,Residential Care Spot,151905,CROMARTY HOUSE,05/05/2010,3558.14,0.00,3558.14,
CFADRES18420439,Adult & Community Services,Residential Care Spot,151905,CROMARTY HOUSE,19/05/2010,3558.14,0.00,3558.14,
CFADRES18419712,Adult & Community Services,Residential Care Spot,115824,CROOK M T/A SOUTHERNHAY RES HOME,05/05/2010,5463.72,0.00,5463.72,
CFADRES18420396,Adult & Community Services,Residential Care Spot,115824,CROOK M T/A SOUTHERNHAY RES HOME,19/05/2010,5519.58,0.00,5519.58,
CFADRES18419385,Adult & Community Services,Residential Care Spot,86782,CROSS PARK HOUSE,05/05/2010,1937.02,0.00,1937.02,
CFADRES18420068,Adult & Community Services,Residential Care Spot,86782,CROSS PARK HOUSE,19/05/2010,1937.02,0.00,1937.02,
CFADRES18419897,Adult & Community Services,Residential Care Spot,207337,CROSSLEY HOUSE,05/05/2010,1270.00,0.00,1270.00,
CFADRES18420582,Adult & Community Services,Residential Care Spot,207337,CROSSLEY HOUSE,19/05/2010,1270.00,0.00,1270.00,
CFADRES18419708,Adult & Community Services,Residential Care Spot,112705,CROSSWAYS COMMUNITY,05/05/2010,519.14,0.00,519.14,
CFADRES18420391,Adult & Community Services,Residential Care Spot,112705,CROSSWAYS COMMUNITY,19/05/2010,519.14,0.00,519.14,
CFADRES18419532,Adult & Community Services,Residential Care Spot,89970,CROWE GF,05/05/2010,5258.29,0.00,5258.29,
CFADRES18420216,Adult & Community Services,Residential Care Spot,89970,CROWE GF,19/05/2010,7049.71,0.00,7049.71,
CFADRES18419971,Adult & Community Services,Nursing Care Spot,233876,DALES NURSING HOME,05/05/2010,10455.82,0.00,10455.82,
CFADRES18419606,Adult & Community Services,Residential Care Spot,90593,DARTINGTON H A LTD,05/05/2010,2698.90,0.00,2698.90,
CFADRES18420288,Adult & Community Services,Residential Care Spot,90593,DARTINGTON H A LTD,19/05/2010,4036.88,0.00,4036.88,
CFADRES18419458,Adult & Community Services,Residential Care Spot,89115,DAVIES JL & PJ,05/05/2010,4710.30,0.00,4710.30,
CFADRES18420142,Adult & Community Services,Residential Care Spot,89115,DAVIES JL & PJ,19/05/2010,4710.30,0.00,4710.30,
CFADRES18419446,Adult & Community Services,Residential Care Spot,89018,DAY SUSAN OLD PEOPLES HOME,05/05/2010,3101.16,0.00,3101.16,
CFADRES18420130,Adult & Community Services,Residential Care Spot,89018,DAY SUSAN OLD PEOPLES HOME,19/05/2010,4248.86,0.00,4248.86,
CFADRES18419572,Adult & Community Services,Residential Care Spot,90365,DENE COURT RESIDENTIAL HOME,05/05/2010,10769.32,0.00,10769.32,
CFADRES18420255,Adult & Community Services,Residential Care Spot,90365,DENE COURT RESIDENTIAL HOME,19/05/2010,10769.32,0.00,10769.32,
CFADRES18419645,Adult & Community Services,Residential Care Spot,90937,DEVON & CORNWALL AUTISTIC,05/05/2010,4441.94,0.00,4441.94,
CFADRES18420329,Adult & Community Services,Residential Care Spot,90937,DEVON & CORNWALL AUTISTIC,19/05/2010,4441.94,0.00,4441.94,
CFADDAY18284470,Adult & Community Services,Day Care Spot,88854,DEVON & CORNWALL AUTISTIC COMM T,04/05/2010,2756.88,0.00,2756.88,
CFADDAY18284471,Adult & Community Services,Day Care Spot,88854,DEVON & CORNWALL AUTISTIC COMM T,04/05/2010,1720.04,0.00,1720.04,
CFADDAY18284634,Adult & Community Services,Day Care Spot,88854,DEVON & CORNWALL AUTISTIC COMM T,10/05/2010,2355.60,0.00,2355.60,
CFADRES18419440,Adult & Community Services,Residential Care Spot,88854,DEVON & CORNWALL AUTISTIC COMM T,05/05/2010,1399.46,0.00,1399.46,
CFADRES18420124,Adult & Community Services,Residential Care Spot,88854,DEVON & CORNWALL AUTISTIC COMM T,19/05/2010,1399.46,0.00,1399.46,
CFADDAY18285031,Adult & Community Services,Individualised Support,89806,DEVON & CORNWALL CARE SERVICES,19/05/2010,1701.01,0.00,1701.01,
CFADDOM18345687,Adult & Community Services,Dom Care Block,89806,DEVON & CORNWALL CARE SERVICES,12/05/2010,16754.75,0.00,16754.75,
CFADDOM18345688,Adult & Community Services,Dom Care Block,89806,DEVON & CORNWALL CARE SERVICES,12/05/2010,7027.75,0.00,7027.75,
FINTBAD18890074,Adult & Community Services,Dom Care Block,89806,DEVON & CORNWALL CARE SERVICES,07/05/2010,1770.00,0.00,1770.00,
CFADDAY18284916,Adult & Community Services,Day Care Spot,90260,DEVON SHELTERED HOMES TRUST,17/05/2010,4800.46,0.00,4800.46,
CFADRES18419562,Adult & Community Services,Residential Care Spot,90260,DEVON SHELTERED HOMES TRUST,05/05/2010,20212.38,0.00,20212.38,
CFADRES18420246,Adult & Community Services,Residential Care Spot,90260,DEVON SHELTERED HOMES TRUST,19/05/2010,19768.26,0.00,19768.26,
CFADRES18419424,Adult & Community Services,Residential Care Spot,88681,DIAMOND CARE 2000 LTD,05/05/2010,3545.44,0.00,3545.44,
CFADRES18420108,Adult & Community Services,Residential Care Spot,88681,DIAMOND CARE 2000 LTD,19/05/2010,3545.44,0.00,3545.44,
CFADRES18419670,Adult & Community Services,Residential Care Spot,99246,DODGE C T/A WESTCLIFFE HOUSE,05/05/2010,6816.77,0.00,6816.77,
CFADRES18420354,Adult & Community Services,Residential Care Spot,99246,DODGE C T/A WESTCLIFFE HOUSE,19/05/2010,6817.32,0.00,6817.32,
CFADRES18419483,Adult & Community Services,Residential Care Spot,89387,DODGE T/A WESTCLIFFE HOUSE,05/05/2010,12645.84,0.00,12645.84,
CFADRES18420167,Adult & Community Services,Residential Care Spot,89387,DODGE T/A WESTCLIFFE HOUSE,19/05/2010,12645.84,0.00,12645.84,
CFADRES18419510,Adult & Community Services,Nursing Care Spot,89728,DONNESS NURSING HOME,05/05/2010,14568.39,0.00,14568.39,
CFADRES18419769,Adult & Community Services,Residential Care Spot,156587,DONNINGTON HOUSE,05/05/2010,10442.48,0.00,10442.48,
CFADRES18420452,Adult & Community Services,Residential Care Spot,156587,DONNINGTON HOUSE,19/05/2010,8990.20,0.00,8990.20,
CFADRES18420042,Adult & Community Services,Residential Care Spot,259220,DOROTHY THORNTON RESIDENTIAL HME,05/05/2010,1735.58,0.00,1735.58,
CFADRES18420726,Adult & Community Services,Residential Care Spot,259220,DOROTHY THORNTON RESIDENTIAL HME,19/05/2010,1441.00,0.00,1441.00,
CFADRES18420002,Adult & Community Services,Residential Care Spot,246799,DOVEHAVEN,05/05/2010,778.00,0.00,778.00,
CFADRES18420688,Adult & Community Services,Residential Care Spot,246799,DOVEHAVEN,19/05/2010,778.00,0.00,778.00,
CFADRES18419682,Adult & Community Services,Residential Care Spot,101741,DOVELEIGH CARE LTD T/A DOVE CRT,05/05/2010,1820.28,0.00,1820.28,
CFADRES18420366,Adult & Community Services,Residential Care Spot,101741,DOVELEIGH CARE LTD T/A DOVE CRT,19/05/2010,1820.28,0.00,1820.28,
CFADRES18419668,Adult & Community Services,Residential Care Spot,98047,DUNMORE RESIDENTIAL CARE HOME,05/05/2010,5882.44,0.00,5882.44,
CFADRES18420352,Adult & Community Services,Residential Care Spot,98047,DUNMORE RESIDENTIAL CARE HOME,19/05/2010,5882.44,0.00,5882.44,
CFADRES18419764,Adult & Community Services,Residential Care Spot,155801,DURNSFORD LODGE RESIDENTIAL HOME,05/05/2010,1208.22,0.00,1208.22,
CFADRES18420447,Adult & Community Services,Residential Care Spot,155801,DURNSFORD LODGE RESIDENTIAL HOME,19/05/2010,1208.22,0.00,1208.22,
CFADRES18419903,Adult & Community Services,Residential Care Spot,209895,EARLFIELD LODGE,05/05/2010,668.42,0.00,668.42,
CFADRES18420588,Adult & Community Services,Residential Care Spot,209895,EARLFIELD LODGE,19/05/2010,668.42,0.00,668.42,
CFADRES18419728,Adult & Community Services,Residential Care Spot,121646,EASTLEIGH HOUSE,05/05/2010,2890.10,0.00,2890.10,
CFADRES18420411,Adult & Community Services,Residential Care Spot,121646,EASTLEIGH HOUSE,19/05/2010,2890.10,0.00,2890.10,
CFADRES18419518,Adult & Community Services,Residential Care Spot,89798,EBBERLY HOUSE,05/05/2010,8305.88,0.00,8305.88,
CFADRES18420202,Adult & Community Services,Residential Care Spot,89798,EBBERLY HOUSE,19/05/2010,9255.46,0.00,9255.46,
CFADRES18419802,Adult & Community Services,Residential Care Spot,169721,ELM TREE HOUSE RESIDENTIAL HOME,05/05/2010,1223.04,0.00,1223.04,
CFADRES18420485,Adult & Community Services,Residential Care Spot,169721,ELM TREE HOUSE RESIDENTIAL HOME,19/05/2010,1223.04,0.00,1223.04,
CFADRES18420048,Adult & Community Services,Residential Care Spot,261005,ELMS NURSING HOME,05/05/2010,916.30,0.00,916.30,
CFADRES18420732,Adult & Community Services,Residential Care Spot,261005,ELMS NURSING HOME,19/05/2010,916.30,0.00,916.30,
CFADRES18419536,Adult & Community Services,Residential Care Spot,90030,ELMWOOD RESIDENTIAL HOME,05/05/2010,5770.53,0.00,5770.53,
CFADRES18420220,Adult & Community Services,Residential Care Spot,90030,ELMWOOD RESIDENTIAL HOME,19/05/2010,5773.16,0.00,5773.16,
CFADRES18419985,Adult & Community Services,Nursing Care Spot,240551,ELSTREE LAWNS NURSING HOME,05/05/2010,1057.06,0.00,1057.06,
CFADRES18420671,Adult & Community Services,Nursing Care Spot,240551,ELSTREE LAWNS NURSING HOME,19/05/2010,1057.06,0.00,1057.06,
CFADRES18419540,Adult & Community Services,Residential Care Spot,90047,EMERY PD & ED,05/05/2010,1705.62,0.00,1705.62,
CFADRES18420224,Adult & Community Services,Residential Care Spot,90047,EMERY PD & ED,19/05/2010,1705.62,0.00,1705.62,
CFADRES18420203,Adult & Community Services,Residential Care Spot,89807,ENDEAVOUR SOUTHWEST LTD,19/05/2010,4422.72,0.00,4422.72,
CFADDAY18284724,Adult & Community Services,Individualised Support,206089,ENIGMA CARE LTD,10/05/2010,3034.00,0.00,3034.00,
CFADDAY18284813,Adult & Community Services,Individualised Support,206089,ENIGMA CARE LTD,12/05/2010,645.75,0.00,645.75,
CFADDAY18285112,Adult & Community Services,Individualised Support,206089,ENIGMA CARE LTD,19/05/2010,1441.96,0.00,1441.96,
CFADDAY18285113,Adult & Community Services,Individualised Support,206089,ENIGMA CARE LTD,19/05/2010,751.72,0.00,751.72,
CFADDAY18285114,Adult & Community Services,Individualised Support,206089,ENIGMA CARE LTD,19/05/2010,1600.00,0.00,1600.00,
CFADDAY18285178,Adult & Community Services,Individualised Support,206089,ENIGMA CARE LTD,24/05/2010,1611.00,0.00,1611.00,
CFADRES18419889,Adult & Community Services,Residential Care Spot,206089,ENIGMA CARE LTD,05/05/2010,11028.28,0.00,11028.28,
CFADRES18420574,Adult & Community Services,Residential Care Spot,206089,ENIGMA CARE LTD,19/05/2010,14071.14,0.00,14071.14,
FNEXMHLD18855024,Adult & Community Services,Individualised Support,206089,ENIGMA CARE LTD,19/05/2010,751.72,0.00,751.72,
CFADRES18419474,Adult & Community Services,Residential Care Spot,89294,ENTERTAINMENT ARTISTES BNVLT FND,05/05/2010,1185.10,0.00,1185.10,
CFADRES18420158,Adult & Community Services,Residential Care Spot,89294,ENTERTAINMENT ARTISTES BNVLT FND,19/05/2010,1185.10,0.00,1185.10,
CFADRES18419964,Adult & Community Services,Residential Care Spot,231941,EVERGREENS,05/05/2010,688.80,0.00,688.80,
CFADRES18420650,Adult & Community Services,Residential Care Spot,231941,EVERGREENS,19/05/2010,691.00,0.00,691.00,
CFADRES18419735,Adult & Community Services,Residential Care Spot,135735,FAIRFIELDS COUNTRY REST HOME LTD,05/05/2010,560.70,0.00,560.70,
CFADRES18420418,Adult & Community Services,Residential Care Spot,135735,FAIRFIELDS COUNTRY REST HOME LTD,19/05/2010,560.70,0.00,560.70,
CFADRES18420014,Adult & Community Services,Nursing Care Spot,249751,FALKIRK COUNCIL,05/05/2010,1080.20,0.00,1080.20,
